resource_type,grade_level,poverty_level,school_state,date_posted,total_donations
Supplies,Grades 3-5,high poverty,CA,2011-12-04,25.0
Books,Grades PreK-2,highest poverty,NC,2009-05-06,81.76
Technology,Grades 3-5,moderate poverty,TN,2011-04-02,25.0
Supplies,Grades 9-12,highest poverty,TX,2011-01-18,152.66
Supplies,Grades 9-12,high poverty,NC,2008-10-19,10.0
Supplies,Grades PreK-2,high poverty,WI,2012-12-27,5.0
Technology,Grades 3-5,moderate poverty,CA,2012-11-27,50.0
Technology,Grades 6-8,high poverty,MO,2011-08-17,94.78
Supplies,Grades 9-12,highest poverty,ID,2010-09-03,15.0
Supplies,Grades PreK-2,highest poverty,NC,2010-01-20,58.98
Books,Grades 9-12,high poverty,CA,2013-09-21,20.0
Technology,Grades 3-5,highest poverty,IL,2005-09-02,100.0
Technology,Grades 3-5,high poverty,SC,2006-08-31,25.0
Books,Grades PreK-2,high poverty,OH,2010-11-17,15.0
Supplies,Grades PreK-2,highest poverty,MA,2013-10-15,1.0
Supplies,Grades PreK-2,highest poverty,DC,2009-11-24,10.0
Supplies,Grades PreK-2,highest poverty,MI,2013-11-11,50.0
Books,Grades PreK-2,highest poverty,TX,2013-11-17,87.06
Technology,Grades PreK-2,highest poverty,KY,2013-08-21,1.0
Visitors,Grades 9-12,highest poverty,NY,2009-10-12,18.0
Supplies,Grades 6-8,high poverty,ME,2012-10-28,10.0
Technology,Grades 6-8,highest poverty,PA,2013-09-15,10.0
Trips,Grades 9-12,highest poverty,MA,2013-09-24,25.0
Supplies,Grades 3-5,highest poverty,MI,2013-08-26,244.66
Books,Grades 9-12,highest poverty,FL,2011-04-08,5.0
Supplies,Grades 9-12,highest poverty,IL,2012-03-11,10.0
Supplies,Grades PreK-2,moderate poverty,NC,2013-07-18,20.0
Books,Grades 3-5,highest poverty,NC,2012-01-09,20.0
Technology,Grades 3-5,highest poverty,MA,2012-01-06,30.0
Books,Grades 9-12,highest poverty,GA,2013-10-09,241.84
Technology,Grades 3-5,moderate poverty,CA,2011-12-01,15.0
Supplies,Grades PreK-2,highest poverty,CA,2010-08-31,50.0
Technology,Grades 9-12,highest poverty,CA,2011-12-19,15.0
Supplies,Grades PreK-2,high poverty,WA,2013-09-20,1.0
Books,Grades PreK-2,highest poverty,NC,2008-01-28,25.0
Other,Grades PreK-2,high poverty,IL,2013-08-04,2.0
Supplies,Grades 9-12,highest poverty,CA,2013-01-21,25.0
Supplies,Grades 9-12,highest poverty,TX,2013-08-22,13500.0
Books,Grades 3-5,highest poverty,NJ,2012-09-09,164.53
Supplies,Grades PreK-2,highest poverty,OK,2009-09-15,121.03
Technology,Grades 3-5,low poverty,MA,2010-12-22,25.0
Technology,Grades PreK-2,moderate poverty,WA,2012-03-17,10.0
Supplies,Grades 3-5,moderate poverty,CA,2011-03-28,25.0
Technology,Grades PreK-2,moderate poverty,NY,2013-11-23,50.0
Technology,Grades 6-8,moderate poverty,NH,2013-12-15,10.0
Supplies,Grades PreK-2,highest poverty,CA,2012-01-23,15.0
Other,Grades PreK-2,high poverty,NC,2011-01-28,5.0
Technology,Grades 3-5,moderate poverty,PA,2010-11-21,15.0
Technology,Grades 3-5,moderate poverty,TX,2013-11-16,20.0
Technology,Grades 3-5,highest poverty,OH,2012-06-23,33.0
Books,Grades 9-12,high poverty,TX,2012-10-08,25.0
Technology,Grades 3-5,low poverty,TN,2011-05-17,25.0
Supplies,Grades PreK-2,high poverty,FL,2011-01-13,9.25
Supplies,Grades PreK-2,highest poverty,NC,2013-02-16,10.0
Other,Grades 9-12,highest poverty,IL,2012-03-08,10.0
Books,Grades PreK-2,highest poverty,PA,2013-03-30,5.0
Technology,Grades 6-8,highest poverty,NY,2013-09-30,515.26
Supplies,Grades 3-5,highest poverty,CA,2012-01-29,400.95
Supplies,Grades PreK-2,highest poverty,MD,2011-01-27,1.0
Books,Grades 3-5,high poverty,TX,2013-09-02,808.26
Technology,Grades 3-5,moderate poverty,FL,2013-01-21,10.0
Other,Grades 6-8,moderate poverty,WA,2013-10-18,23.01
Supplies,Grades PreK-2,highest poverty,VA,2009-12-23,25.0
Technology,Grades PreK-2,highest poverty,MO,2011-08-26,25.0
Supplies,Grades PreK-2,moderate poverty,CA,2004-11-14,381.0
Supplies,Grades PreK-2,highest poverty,FL,2011-01-16,10.0
Technology,Grades 6-8,highest poverty,NC,2013-01-17,40.0
Books,Grades 9-12,highest poverty,CA,2010-10-05,15.0
Books,Grades 6-8,highest poverty,NY,2008-09-19,20.0
Other,Grades 6-8,highest poverty,MS,2011-05-14,5.0
Books,Grades 9-12,highest poverty,IL,2013-12-17,25.0
Books,Grades PreK-2,high poverty,NC,2013-12-14,2.0
Technology,Grades PreK-2,highest poverty,KY,2012-02-19,993.8
Technology,Grades 6-8,high poverty,CA,2011-12-10,15.0
Technology,Grades PreK-2,highest poverty,IL,2009-12-09,25.0
Technology,Grades PreK-2,high poverty,NC,2007-09-04,1071.18
Books,Grades PreK-2,high poverty,WI,2013-01-20,25.0
Technology,Grades 6-8,highest poverty,AZ,2011-01-16,385.31
Technology,Grades 6-8,highest poverty,NY,2007-09-12,100.0
Technology,Grades 6-8,high poverty,CA,2010-10-24,3.0
Supplies,Grades 3-5,moderate poverty,MN,2013-04-10,1.0
Other,Grades 3-5,high poverty,AR,2011-12-10,171.46
Technology,Grades 3-5,highest poverty,TX,2012-02-12,50.0
Supplies,Grades 6-8,highest poverty,OK,2012-11-05,25.0
Technology,Grades PreK-2,high poverty,PA,2013-08-12,25.0
Other,Grades 3-5,highest poverty,WA,2013-08-23,1.0
Supplies,Grades 6-8,high poverty,VA,2013-09-14,25.0
Technology,Grades 6-8,highest poverty,FL,2011-01-26,25.0
Books,Grades PreK-2,high poverty,CA,2006-12-05,100.0
Supplies,Grades 6-8,high poverty,AR,2013-10-23,1.94
Supplies,Grades 3-5,high poverty,NY,2013-02-01,10.0
Supplies,Grades PreK-2,moderate poverty,NY,2013-07-29,15.0
Supplies,Grades PreK-2,moderate poverty,MI,2013-07-22,2.0
Supplies,Grades 3-5,moderate poverty,FL,2011-04-07,70.0
Books,Grades 9-12,highest poverty,IL,2011-04-24,13.0
Supplies,Grades 3-5,high poverty,CA,2012-01-24,13.58
Technology,Grades 6-8,highest poverty,NY,2011-11-05,69.87
Supplies,Grades 3-5,high poverty,IL,2011-12-20,25.0
Supplies,Grades PreK-2,high poverty,CA,2013-12-24,25.0
Books,Grades 3-5,highest poverty,CA,2010-09-02,15.0
Technology,Grades 3-5,highest poverty,IL,2012-08-17,50.0
Supplies,Grades 9-12,highest poverty,CA,2010-12-31,50.0
Books,Grades 3-5,high poverty,WV,2013-08-12,202.65
Technology,Grades PreK-2,moderate poverty,GA,2012-12-05,20.0
Supplies,Grades 6-8,highest poverty,CA,2011-10-06,10.0
Supplies,Grades 3-5,high poverty,WA,2012-01-30,50.0
Books,Grades 3-5,high poverty,OR,2013-08-30,40.0
Books,Grades PreK-2,highest poverty,AR,2013-07-12,10.0
Supplies,Grades PreK-2,highest poverty,FL,2013-03-24,160.59
Technology,Grades 3-5,moderate poverty,GA,2010-12-12,50.0
Books,Grades PreK-2,highest poverty,NY,2011-12-22,30.0
Supplies,Grades PreK-2,highest poverty,NC,2010-12-04,60.0
Technology,Grades 3-5,highest poverty,FL,2011-03-29,25.0
Technology,Grades 6-8,high poverty,CA,2011-07-11,25.0
Books,Grades 6-8,highest poverty,NC,2006-09-13,20.02
Books,Grades 3-5,high poverty,MO,2012-05-18,10.0
Technology,Grades 3-5,moderate poverty,NY,2006-12-04,543.91
Supplies,Grades PreK-2,highest poverty,NY,2005-06-23,175.64
Books,Grades PreK-2,highest poverty,NY,2013-11-07,412.93
Books,Grades PreK-2,high poverty,WA,2011-09-28,5.0
Technology,Grades 3-5,low poverty,CA,2013-01-26,100.0
Technology,Grades PreK-2,moderate poverty,CA,2012-12-08,20.0
Supplies,Grades PreK-2,highest poverty,MO,2009-03-15,25.0
Books,Grades PreK-2,highest poverty,FL,2013-09-03,62.27
Books,Grades 6-8,highest poverty,CA,2011-01-15,5.0
Books,Grades 9-12,high poverty,PA,2012-09-29,100.0
Supplies,Grades 9-12,highest poverty,NY,2009-03-23,25.0
Technology,Grades 9-12,highest poverty,NY,2010-11-09,15.0
Technology,Grades PreK-2,highest poverty,IL,2010-12-16,10.0
Technology,Grades 6-8,highest poverty,CA,2013-11-25,2573.24
Other,Grades 3-5,highest poverty,CO,2011-03-07,40.66
Supplies,Grades PreK-2,moderate poverty,ND,2010-06-11,5.0
Supplies,Grades 3-5,high poverty,TN,2013-07-20,50.0
Supplies,Grades PreK-2,highest poverty,CA,2013-01-05,10.0
Books,Grades 6-8,highest poverty,OH,2013-02-10,50.0
Technology,Grades 3-5,moderate poverty,FL,2011-03-29,25.0
Supplies,Grades 6-8,high poverty,MD,2013-10-20,100.0
Supplies,Grades PreK-2,highest poverty,OK,2011-08-16,89.26
Supplies,Grades PreK-2,highest poverty,NC,2013-05-19,20.0
Other,Grades PreK-2,highest poverty,TN,2011-02-05,25.0
Technology,Grades PreK-2,high poverty,MN,2012-09-02,100.0
Technology,Grades PreK-2,highest poverty,AZ,2010-06-13,155.61
Books,Grades PreK-2,highest poverty,LA,2011-07-26,50.0
Technology,Grades 3-5,high poverty,CA,2012-09-05,20.0
Technology,Grades 6-8,moderate poverty,CA,2013-10-05,25.0
Books,Grades 6-8,highest poverty,CA,2010-09-07,15.0
Supplies,Grades PreK-2,high poverty,CA,2013-08-07,20.0
Technology,Grades 3-5,high poverty,TN,2011-09-06,100.0
Supplies,Grades 9-12,moderate poverty,MA,2010-11-10,5.0
Technology,Grades 6-8,high poverty,CA,2012-01-19,15.0
Technology,Grades PreK-2,highest poverty,PA,2012-08-15,20.0
Books,Grades PreK-2,high poverty,UT,2012-07-25,148.2
Supplies,Grades 9-12,highest poverty,TN,2012-08-20,15.0
Technology,Grades 3-5,highest poverty,NC,2012-05-20,31.16
Books,Grades PreK-2,high poverty,MD,2010-10-30,3.0
Supplies,Grades 3-5,moderate poverty,NC,2013-08-16,20.0
Technology,Grades PreK-2,highest poverty,NJ,2011-11-04,25.0
Supplies,Grades PreK-2,highest poverty,MN,2009-11-26,45.0
Books,Grades 9-12,high poverty,TX,2013-08-17,25.0
Technology,Grades 9-12,highest poverty,CA,2011-12-08,15.0
Supplies,Grades PreK-2,highest poverty,NC,2010-06-25,25.0
Technology,Grades 9-12,highest poverty,MI,2011-08-21,80.87
Technology,Grades 6-8,highest poverty,CA,2013-07-10,10.0
Books,Grades 3-5,highest poverty,CA,2012-05-01,50.0
Supplies,Grades 6-8,low poverty,CA,2010-03-07,36.59
Technology,Grades 9-12,highest poverty,IL,2008-11-02,50.0
Technology,Grades 3-5,moderate poverty,TN,2011-04-03,269.7
Supplies,Grades 9-12,highest poverty,CA,2010-07-10,75.0
Supplies,Grades 6-8,highest poverty,IL,2010-11-14,25.0
Technology,Grades 3-5,highest poverty,CA,2012-01-20,10.0
Supplies,Grades 6-8,highest poverty,CT,2011-08-08,25.0
Other,Grades 9-12,highest poverty,IL,2009-04-01,25.0
Other,Grades PreK-2,highest poverty,IN,2012-05-14,1.0
Technology,Grades PreK-2,highest poverty,CA,2013-09-04,25.0
Technology,Grades PreK-2,moderate poverty,AR,2013-01-10,42.0
Technology,Grades PreK-2,low poverty,NC,2012-09-04,131.0
Other,Grades 3-5,high poverty,CA,2012-01-22,199.54
Books,Grades 3-5,highest poverty,NY,2008-10-12,102.06
Books,Grades 6-8,highest poverty,NY,2010-08-12,15.0
Supplies,Grades 3-5,moderate poverty,NC,2012-09-08,35.0
Technology,Grades 6-8,highest poverty,CA,2013-03-17,77.0
Supplies,Grades 9-12,highest poverty,NY,2009-10-29,174.16
Other,Grades 6-8,highest poverty,HI,2013-05-05,10.0
Supplies,Grades PreK-2,highest poverty,MD,2011-08-23,25.0
Supplies,Grades 9-12,highest poverty,IN,2013-06-04,10.0
Technology,Grades PreK-2,high poverty,FL,2013-09-28,7.0
Books,Grades 6-8,high poverty,MI,2008-07-18,1.47
Books,Grades PreK-2,highest poverty,NC,2011-04-20,100.0
Technology,Grades PreK-2,highest poverty,IL,2013-12-18,25.0
Books,Grades PreK-2,highest poverty,CA,2009-11-07,50.0
Other,Grades 6-8,highest poverty,MI,2013-11-22,25.0
Supplies,Grades PreK-2,highest poverty,KS,2011-10-26,167.44
Books,Grades PreK-2,moderate poverty,VA,2010-12-31,50.0
Technology,Grades PreK-2,highest poverty,MT,2010-11-21,25.0
Technology,Grades PreK-2,highest poverty,CA,2012-01-14,10.0
Supplies,Grades PreK-2,high poverty,FL,2011-01-22,39.72
Technology,Grades PreK-2,highest poverty,CA,2007-10-24,25.0
Supplies,Grades PreK-2,highest poverty,SC,2009-10-15,50.0
Technology,Grades PreK-2,highest poverty,CA,2013-01-07,45.0
Supplies,Grades 3-5,high poverty,CA,2012-01-10,15.0
Other,Grades PreK-2,moderate poverty,WA,2011-10-02,10.0
Supplies,Grades PreK-2,highest poverty,NY,2012-01-06,25.0
Supplies,Grades PreK-2,highest poverty,AZ,2010-12-03,16.25
Supplies,Grades 6-8,low poverty,CA,2013-12-17,91.28
Books,Grades 9-12,high poverty,FL,2008-01-28,25.0
Books,Grades 6-8,high poverty,SC,2010-03-26,200.0
Technology,Grades PreK-2,moderate poverty,KS,2011-05-18,50.0
Technology,Grades 6-8,highest poverty,MA,2012-01-14,10.0
Technology,Grades PreK-2,highest poverty,FL,2010-10-17,173.69
Technology,Grades 3-5,highest poverty,PA,2011-05-15,10.0
Supplies,Grades 3-5,high poverty,IN,2013-03-21,50.0
Books,Grades 3-5,highest poverty,CA,2013-02-26,1.0
Books,Grades 3-5,highest poverty,NY,2005-09-09,314.73
Supplies,Grades PreK-2,highest poverty,NY,2006-03-02,75.0
Supplies,Grades PreK-2,high poverty,NC,2006-08-28,185.07
Other,Grades 3-5,low poverty,CA,2013-03-03,50.0
Other,Grades PreK-2,moderate poverty,NC,2013-04-07,10.0
Books,Grades 9-12,highest poverty,CA,2012-02-19,308.54
Supplies,Grades 6-8,highest poverty,MI,2012-11-23,100.0
Books,Grades PreK-2,high poverty,IL,2012-07-14,25.0
Supplies,Grades 3-5,highest poverty,NY,2011-09-04,50.0
Supplies,Grades 3-5,high poverty,NV,2011-09-25,216.04
Supplies,Grades PreK-2,high poverty,PA,2013-03-26,100.0
Books,Grades 3-5,high poverty,CA,2010-10-01,15.0
Supplies,Grades 3-5,highest poverty,SC,2013-09-24,1.0
Technology,Grades PreK-2,high poverty,CA,2012-01-31,15.0
Books,Grades 9-12,highest poverty,GA,2011-07-12,10.0
Technology,Grades 3-5,highest poverty,IL,2008-10-17,45.0
Trips,Grades 3-5,highest poverty,MD,2011-08-19,50.0
Supplies,Grades PreK-2,high poverty,GA,2010-05-29,25.0
Technology,Grades PreK-2,highest poverty,NY,2013-09-17,221.73
Books,Grades 3-5,high poverty,CA,2010-09-07,370.69
Technology,Grades PreK-2,high poverty,CA,2012-01-23,15.0
Supplies,Grades 3-5,high poverty,WA,2011-10-01,10.0
Technology,Grades PreK-2,highest poverty,MI,2013-01-24,25.0
Technology,Grades 9-12,highest poverty,CA,2012-01-22,10.0
Other,Grades PreK-2,high poverty,OR,2011-02-15,5.0
Technology,Grades 6-8,highest poverty,MS,2006-09-12,100.0
Books,Grades 6-8,highest poverty,CT,2013-04-07,100.0
Supplies,Grades 3-5,high poverty,CA,2008-11-21,55.88
Technology,Grades PreK-2,high poverty,CA,2012-01-19,10.0
Books,Grades 3-5,moderate poverty,WA,2010-06-28,411.97
Supplies,Grades 6-8,moderate poverty,CA,2011-12-06,10.0
Technology,Grades 9-12,highest poverty,IL,2010-11-14,25.0
Supplies,Grades PreK-2,high poverty,CA,2011-09-23,25.0
Technology,Grades 6-8,highest poverty,TN,2011-04-06,35.0
Supplies,Grades 9-12,high poverty,MI,2012-12-19,255.15
Books,Grades PreK-2,high poverty,VA,2013-02-18,1.0
Books,Grades 6-8,high poverty,IN,2013-11-28,261.52
Other,Grades PreK-2,high poverty,MO,2012-09-29,163.86
Technology,Grades 6-8,moderate poverty,TX,2013-10-01,50.0
Supplies,Grades PreK-2,high poverty,OR,2013-09-13,1.0
Supplies,Grades PreK-2,high poverty,NC,2009-12-22,16.56
Supplies,Grades 6-8,high poverty,MI,2013-01-28,81.01
Books,Grades 3-5,high poverty,IN,2010-04-18,1.0
Supplies,Grades PreK-2,highest poverty,NY,2013-10-02,5.44
Technology,Grades 9-12,high poverty,FL,2007-10-28,75.0
Technology,Grades PreK-2,low poverty,TX,2013-09-28,10.0
Other,Grades PreK-2,highest poverty,NJ,2011-09-25,50.0
Technology,Grades PreK-2,high poverty,KS,2010-10-12,34.65
Technology,Grades 3-5,highest poverty,TX,2010-12-30,100.0
Technology,Grades 3-5,high poverty,MO,2011-10-04,42.18
Supplies,Grades 6-8,highest poverty,NY,2011-01-06,5.0
Technology,Grades 9-12,highest poverty,NY,2011-12-08,5.0
Books,Grades 3-5,highest poverty,WI,2013-01-26,10.0
Books,Grades PreK-2,highest poverty,LA,2013-08-09,37.71
Supplies,Grades PreK-2,high poverty,CA,2009-10-01,5.0
Supplies,Grades PreK-2,highest poverty,CA,2007-11-06,98.53
Books,Grades 3-5,highest poverty,MA,2011-12-15,5.0
Other,Grades PreK-2,high poverty,RI,2013-09-01,40.0
Books,Grades PreK-2,high poverty,UT,2012-10-28,50.0
Technology,Grades 6-8,highest poverty,CA,2013-03-08,10.0
Supplies,Grades 6-8,highest poverty,CO,2013-10-13,25.0
Technology,Grades 9-12,highest poverty,NC,2013-10-17,33.99
Supplies,Grades 3-5,high poverty,SC,2011-05-11,5.0
Technology,Grades PreK-2,highest poverty,CA,2011-03-06,25.65
Technology,Grades 9-12,highest poverty,TX,2013-09-24,10.0
Books,Grades 3-5,highest poverty,IL,2013-11-18,5.0
Other,Grades PreK-2,highest poverty,NY,2013-05-12,50.0
Technology,Grades 9-12,highest poverty,NY,2012-10-01,14.0
Other,Grades 3-5,moderate poverty,DE,2012-05-01,5.0
Books,Grades 6-8,highest poverty,IL,2012-01-28,50.0
Supplies,Grades PreK-2,highest poverty,MA,2010-08-22,78.82
Books,Grades PreK-2,highest poverty,SC,2010-01-12,5.0
Other,Grades PreK-2,highest poverty,CA,2012-10-04,5.0
Supplies,Grades 9-12,highest poverty,IL,2011-01-19,25.0
Supplies,Grades 9-12,highest poverty,MD,2013-09-15,25.0
Other,Grades 3-5,high poverty,NC,2011-03-05,25.0
Supplies,Grades PreK-2,high poverty,MN,2012-05-12,100.0
Supplies,Grades PreK-2,high poverty,NC,2011-02-24,15.0
Supplies,Grades 6-8,highest poverty,CT,2012-05-06,25.0
Technology,Grades 6-8,high poverty,CA,2013-10-27,484.26
Books,Grades 3-5,highest poverty,CA,2010-09-08,50.0
Supplies,Grades 3-5,highest poverty,IL,2008-10-14,10.0
Technology,Grades 3-5,highest poverty,NC,2013-03-06,15.0
Supplies,Grades PreK-2,highest poverty,MN,2011-12-18,37.87
Other,Grades 3-5,highest poverty,NY,2010-12-29,30.0
Supplies,Grades 3-5,high poverty,MI,2013-10-12,30.0
Technology,Grades PreK-2,highest poverty,CA,2011-10-05,5.0
Supplies,Grades 3-5,high poverty,CA,2008-06-20,25.0
Supplies,Grades 6-8,moderate poverty,CO,2011-08-03,13.0
Books,Grades 3-5,highest poverty,NC,2009-07-30,25.0
Supplies,Grades 6-8,moderate poverty,WA,2012-10-12,50.0
Supplies,Grades 3-5,highest poverty,NC,2011-08-29,25.0
Supplies,Grades 9-12,highest poverty,MD,2012-07-31,25.0
Supplies,Grades PreK-2,moderate poverty,CA,2012-01-30,10.0
Books,Grades PreK-2,high poverty,FL,2011-04-03,10.0
Books,Grades 6-8,highest poverty,CA,2012-01-13,15.0
Books,Grades 9-12,highest poverty,CO,2013-08-17,10.12
Books,Grades PreK-2,highest poverty,AR,2012-03-10,20.0
Supplies,Grades 9-12,highest poverty,KY,2009-08-10,112.39
Books,Grades 9-12,highest poverty,MS,2010-05-14,5.0
Supplies,Grades 3-5,high poverty,WA,2011-10-07,10.0
Technology,Grades 3-5,high poverty,MS,2008-01-11,25.0
Books,Grades PreK-2,highest poverty,DC,2011-01-27,10.0
Supplies,Grades PreK-2,highest poverty,FL,2013-10-02,197.86
Supplies,Grades 6-8,highest poverty,CA,2010-12-12,97.0
Supplies,Grades 6-8,highest poverty,IN,2012-09-26,100.0
Technology,Grades PreK-2,highest poverty,OK,2012-09-02,214.6
Books,Grades 6-8,high poverty,OH,2012-04-18,27.43
Technology,Grades 9-12,highest poverty,NY,2013-12-03,50.0
Supplies,Grades 9-12,high poverty,LA,2012-11-18,10.0
Supplies,Grades 9-12,highest poverty,NY,2012-07-20,20.0
Supplies,Grades 6-8,highest poverty,NJ,2012-11-21,25.0
Supplies,Grades PreK-2,highest poverty,FL,2013-11-19,10.0
Books,Grades 3-5,high poverty,CO,2010-08-31,10.0
Books,Grades PreK-2,highest poverty,IL,2010-10-31,20.0
Supplies,Grades PreK-2,highest poverty,OH,2011-07-13,20.0
Other,Grades PreK-2,moderate poverty,NC,2010-10-08,25.0
Technology,Grades 3-5,highest poverty,TN,2011-04-03,25.0
Technology,Grades 3-5,high poverty,GA,2008-12-14,30.0
Technology,Grades PreK-2,highest poverty,CA,2012-01-28,15.0
Books,Grades 6-8,highest poverty,NC,2011-04-02,7.01
Books,Grades PreK-2,highest poverty,IL,2010-12-26,15.0
Technology,Grades 6-8,highest poverty,IL,2007-08-10,760.0
Supplies,Grades 3-5,highest poverty,OR,2013-02-08,5.0
Technology,Grades 6-8,moderate poverty,VA,2013-03-16,25.0
Technology,Grades 3-5,high poverty,OH,2013-11-10,30.0
Technology,Grades 3-5,highest poverty,TN,2011-12-02,100.0
Books,Grades 3-5,highest poverty,NY,2013-08-31,23.0
Other,Grades 3-5,high poverty,NE,2012-11-02,2.0
Other,Grades PreK-2,highest poverty,MO,2010-12-23,1.0
Supplies,Grades PreK-2,moderate poverty,NC,2013-10-12,1.0
Supplies,Grades PreK-2,high poverty,OH,2009-01-06,10.0
Books,Grades 3-5,highest poverty,IL,2010-09-30,12.47
Technology,Grades PreK-2,moderate poverty,FL,2010-06-12,25.0
Books,Grades PreK-2,highest poverty,NC,2012-09-08,40.14
Supplies,Grades PreK-2,highest poverty,MD,2011-01-26,25.0
Other,Grades PreK-2,highest poverty,CA,2010-09-03,25.0
Books,Grades 6-8,high poverty,UT,2012-09-08,10.0
Technology,Grades 6-8,highest poverty,CA,2012-01-13,15.0
Supplies,Grades 3-5,high poverty,FL,2009-08-09,25.0
Other,Grades PreK-2,highest poverty,CA,2010-05-04,100.0
Technology,Grades PreK-2,highest poverty,IL,2005-05-01,30.0
Books,Grades 9-12,high poverty,CA,2011-12-22,15.0
Supplies,Grades 3-5,highest poverty,OK,2010-12-30,25.0
Technology,Grades 6-8,highest poverty,CA,2011-02-02,10.0
Supplies,Grades 3-5,highest poverty,LA,2012-07-22,5.0
Technology,Grades PreK-2,high poverty,CA,2007-10-30,205.0
Supplies,Grades 9-12,highest poverty,CA,2010-11-17,25.0
Books,Grades 3-5,highest poverty,FL,2012-11-03,50.0
Books,Grades 3-5,highest poverty,CA,2010-12-13,100.0
Other,Grades 3-5,high poverty,MN,2013-01-19,40.0
Supplies,Grades PreK-2,high poverty,FL,2011-02-06,25.0
Supplies,Grades 3-5,high poverty,AL,2012-06-09,100.0
Books,Grades PreK-2,high poverty,WA,2011-09-12,10.0
Technology,Grades PreK-2,highest poverty,VA,2012-09-20,50.0
Books,Grades 3-5,moderate poverty,AZ,2013-09-14,25.0
Technology,Grades 6-8,highest poverty,AL,2013-09-21,115.2
Other,Grades 6-8,highest poverty,CA,2012-09-30,372.73
Books,Grades PreK-2,high poverty,WA,2011-03-09,50.0
Books,Grades 3-5,moderate poverty,TX,2012-10-16,148.38
Books,Grades 3-5,highest poverty,MA,2012-08-20,100.0
Supplies,Grades 6-8,high poverty,TX,2010-12-12,50.0
Supplies,Grades PreK-2,moderate poverty,AK,2013-11-14,20.0
Technology,Grades 3-5,moderate poverty,FL,2011-03-26,25.0
Books,Grades PreK-2,high poverty,NY,2012-03-11,50.0
Technology,Grades 3-5,high poverty,GA,2013-03-06,317.39
Books,Grades PreK-2,highest poverty,CA,2013-02-03,5.0
Supplies,Grades PreK-2,highest poverty,GA,2013-10-29,1.0
Supplies,Grades PreK-2,highest poverty,CA,2009-03-15,25.0
Books,Grades 6-8,high poverty,VA,2010-12-27,100.0
Books,Grades 9-12,highest poverty,MA,2010-10-03,25.0
Supplies,Grades PreK-2,high poverty,IL,2013-07-23,25.0
Visitors,Grades 9-12,highest poverty,CA,2009-07-07,25.0
Technology,Grades PreK-2,highest poverty,TX,2013-02-17,21.07
Supplies,Grades 9-12,highest poverty,CA,2011-12-08,15.0
Technology,Grades PreK-2,highest poverty,NV,2013-09-01,20.36
Books,Grades 3-5,highest poverty,TX,2013-09-03,10.0
Supplies,Grades 6-8,high poverty,CA,2011-12-09,15.0
Supplies,Grades PreK-2,moderate poverty,CA,2012-10-30,1.0
Supplies,Grades PreK-2,low poverty,NC,2013-10-19,24.33
Supplies,Grades PreK-2,high poverty,NJ,2010-09-21,25.0
Technology,Grades 9-12,highest poverty,IL,2010-12-18,119.66
Technology,Grades PreK-2,highest poverty,PA,2013-02-04,3.75
Books,Grades 3-5,high poverty,IL,2013-06-03,50.0
Books,Grades PreK-2,highest poverty,MA,2013-10-06,25.0
Technology,Grades 6-8,moderate poverty,IL,2013-11-16,2085.0
Supplies,Grades PreK-2,high poverty,MO,2013-01-18,33.36
Supplies,Grades 3-5,highest poverty,IN,2013-07-20,25.61
Other,Grades PreK-2,moderate poverty,MD,2013-08-18,50.0
Supplies,Grades PreK-2,highest poverty,DC,2008-04-21,31.76
Supplies,Grades 3-5,high poverty,FL,2011-03-30,15.0
Technology,Grades 6-8,high poverty,CA,2012-01-19,15.0
Technology,Grades PreK-2,highest poverty,MO,2011-12-02,10.0
Other,Grades 3-5,highest poverty,IL,2010-08-20,332.67
Books,Grades 9-12,highest poverty,FL,2013-01-16,10.0
Supplies,Grades PreK-2,high poverty,CA,2012-01-08,213.84
Books,Grades PreK-2,highest poverty,MD,2009-10-18,25.0
Other,Grades 3-5,highest poverty,NC,2013-10-02,86.67
Technology,Grades 9-12,moderate poverty,CT,2012-06-07,150.0
Supplies,Grades 3-5,high poverty,CA,2007-10-22,221.18
Books,Grades 6-8,highest poverty,CA,2013-12-15,50.0
Books,Grades 6-8,highest poverty,TX,2013-03-17,50.0
Other,Grades PreK-2,high poverty,VA,2013-10-26,44.95
Technology,Grades PreK-2,moderate poverty,KY,2012-10-29,100.0
Technology,Grades 9-12,highest poverty,KS,2011-07-22,20.0
Technology,Grades 3-5,high poverty,MO,2011-08-12,25.0
Technology,Grades 9-12,highest poverty,PA,2012-12-13,410.0
Supplies,Grades PreK-2,highest poverty,MN,2011-08-20,22.09
Supplies,Grades PreK-2,high poverty,CA,2013-08-07,150.0
Technology,Grades 3-5,high poverty,FL,2011-01-18,30.0
Technology,Grades PreK-2,highest poverty,CA,2012-01-21,15.0
Supplies,Grades PreK-2,high poverty,FL,2011-01-23,5.0
Supplies,Grades PreK-2,high poverty,ME,2013-08-11,25.0
Technology,Grades PreK-2,highest poverty,KS,2011-10-12,48.12
Supplies,Grades 3-5,highest poverty,TX,2013-10-02,461.99
Technology,Grades 9-12,highest poverty,WA,2011-10-07,10.0
Technology,Grades PreK-2,moderate poverty,NH,2011-12-03,10.0
Books,Grades 9-12,highest poverty,NC,2012-01-15,25.0
Technology,Grades 9-12,high poverty,MT,2013-02-01,25.0
Supplies,Grades 6-8,high poverty,NC,2010-07-04,25.0
